Instance,Income
111994,35650.231925
111995,12653.892896299998
111996,31225.690028
111997,105954.56736300001
111998,29218.515738000006
111999,88794.08598799999
112000,102956.02128600002
112001,59155.952388
112002,36202.8971456
112003,108533.427023
112004,10807.9572663
112005,195323.47957999998
112006,27965.353574999997
112007,104849.9111
112008,252437.35185999997
112009,77035.733273
112010,40377.541125
112011,27537.294608999997
112012,20512.124027000005
112013,13925.712718699997
112014,127826.469977
112015,48174.490342
112016,47877.11339300001
112017,27158.470970999995
112018,135519.12941
112019,50180.64469
112020,36517.276337
112021,27058.925008000002
112022,92512.74433300001
112023,55928.40902
112024,25914.883176000003
112025,79138.609159
112026,33436.26330199999
112027,60440.44694700001
112028,38290.976047
112029,52349.23003299999
112030,185159.05872
112031,209627.39902
112032,262653.53764000005
112033,104131.797817
112034,197486.57288000002
112035,103067.358596
112036,191203.56741999998
112037,145128.228727
112038,189711.87625
112039,47728.410643999996
112040,73731.96268000001
112041,66192.81831
112042,40197.104323
112043,62238.071973
112044,46077.6407
112045,17660.169508900002
112046,257440.45116000003
112047,30785.467008
112048,25787.984267
112049,95440.63565499999
112050,45368.680786
112051,77522.410902
112052,118439.71698600003
112053,195778.24869999997
112054,88287.685531
112055,28053.327567999997
112056,96170.57006299999
112057,22812.661125900006
112058,28852.719958
112059,36206.285627
112060,319332.71404
112061,153910.67030599999
112062,194818.75162999998
112063,65259.634979
112064,23192.8318241
112065,56668.878469
112066,7582.346028679999
112067,106958.23844399999
112068,43042.66731800001
112069,260823.80002999998
112070,292421.60728
112071,46174.061296
112072,72844.98078900001
112073,41448.25644
112074,26395.879014
112075,34984.0624352
112076,144832.58841399997
112077,1141981.5013799998
112078,8899.203907699999
112079,160785.76707
112080,89071.577143
112081,901227.93368
112082,38427.091196
112083,37166.500668
112084,15317.0705655
112085,42247.758907
112086,34295.700133
112087,58298.87566
112088,135699.741943
112089,54246.04222
112090,162124.65553000002
112091,43586.457085
112092,30169.327045
112093,85526.970183
112094,33461.012684
112095,50478.10279699999
112096,108411.19231799999
112097,19264.632332
112098,33251.008106999994
112099,32643.662369000005
112100,38061.515605
112101,159624.93076299998
112102,32325.462040000002
112103,118255.533641
112104,70668.02758600001
112105,45966.855854
112106,87862.737867
112107,120498.02752999999
112108,61329.23178200001
112109,29832.602436000005
112110,45476.63753
112111,31176.333976999995
112112,78125.150543
112113,70313.377129
112114,70255.460015
112115,18153.2241358
112116,41542.313099000006
112117,92183.690696
112118,28274.011693
112119,29122.789702000002
112120,527237.36965
112121,105203.04129000001
112122,496961.61912000005
112123,198838.629854
112124,38113.499996000006
112125,208297.05832
112126,168285.78554
112127,20235.462744
112128,41560.338996000006
112129,114219.78316300001
112130,87791.08538000002
112131,18691.024457999996
112132,89102.375951
112133,296780.41159000003
112134,15620.3270369
112135,18065.167868999997
112136,54858.700593
112137,12956.038993600003
112138,39924.581662
112139,58635.29038400001
112140,44989.28347799999
112141,39774.89088
112142,63204.896486
112143,176466.23609999998
112144,30133.509577
112145,30177.860806999997
112146,39798.26225
112147,241561.08286000005
112148,51334.52874700001
112149,75098.28287299999
112150,7592.87884064
112151,328942.64648
112152,82751.95825300002
112153,57470.183611
112154,27869.075535
112155,101594.48039900001
112156,71418.898509
112157,78951.57576200001
112158,34746.852506
112159,268810.89982700004
112160,60413.469474
112161,150591.95430600003
112162,80396.234058
112163,10788.3102866
112164,23786.680296000002
112165,140946.25235
112166,46377.260861
112167,20591.2438239
112168,54783.63796400001
112169,272913.96454
112170,220435.83196
