Instance,Income
111994,33199.301603
111995,11293.222746299998
111996,30881.985308000003
111997,111871.524446
111998,30408.218542999995
111999,92294.68891499999
112000,103040.719281
112001,56695.20759500001
112002,36735.224704
112003,114926.421514
112004,11023.112014900002
112005,205365.71443
112006,28538.432007999996
112007,105548.83149700002
112008,261503.873133
112009,77929.35649299998
112010,40112.131675
112011,28517.950086000004
112012,22012.374143
112013,14257.632131200002
112014,131650.279745
112015,47395.125812
112016,52083.101742
112017,25970.376261000005
112018,139932.48384399997
112019,51122.816868
112020,35916.894212
112021,27597.45836
112022,89786.00348
112023,56761.991798999996
112024,26383.554601
112025,75922.200338
112026,33624.341173
112027,61481.844872
112028,36023.73742500001
112029,50924.369881000006
112030,187347.31348
112031,211178.47479999997
112032,269330.16443
112033,108186.37703900001
112034,202873.04915999997
112035,107792.601495
112036,183797.99542
112037,144531.593927
112038,191366.806292
112039,51301.095249
112040,73691.367791
112041,65974.222146
112042,40010.420195
112043,65373.05090699999
112044,48020.609314999994
112045,17592.988328999996
112046,253136.53164
112047,31292.239843999996
112048,25521.454428
112049,103629.30267599999
112050,45574.24944199999
112051,71819.930691
112052,120144.02371399998
112053,193118.30168
112054,81516.74729
112055,27425.749286000006
112056,92559.69346199998
112057,22384.4877798
112058,27702.217472999997
112059,38420.51123399999
112060,315350.16013000003
112061,136182.01195999997
112062,206662.168261
112063,66588.624711
112064,23895.131486000002
112065,56202.880105000004
112066,7559.779515799999
112067,111486.49506999999
112068,45090.829512000004
112069,256567.67186000003
112070,281795.984499
112071,46941.006498
112072,72134.966312
112073,42111.48140199999
112074,26679.182754
112075,32728.5487968
112076,143808.116614
112077,1136356.2389200001
112078,8264.545054600001
112079,164011.57150000002
112080,86479.366419
112081,913284.74333
112082,38942.337664
112083,39975.8782239
112084,17171.1375613
112085,42060.11522
112086,34063.716495999994
112087,59056.852060000005
112088,145866.470604
112089,53508.77095400001
112090,167274.71098
112091,44682.126802
112092,29512.485725
112093,88656.07646100002
112094,34057.12077
112095,48037.468767
112096,110637.852806
112097,18905.017946
112098,33675.861119
112099,33676.055557
112100,39074.453971
112101,165699.494821
112102,31562.819955000003
112103,142951.16618200002
112104,72999.055302
112105,44893.597269
112106,84599.87801900001
112107,116192.729403
112108,63188.019733
112109,29571.685938
112110,47579.329224
112111,31061.477851999993
112112,78823.73847800001
112113,74611.68199200001
112114,76766.71573599998
112115,19133.551426600003
112116,39484.14404299999
112117,86387.77868
112118,28594.408140000003
112119,29576.492844000004
112120,532325.4781
112121,104265.84292899999
112122,486070.33778
112123,188604.26342199996
112124,37849.442847000006
112125,210223.66924999998
112126,178281.195604
112127,19802.219688
112128,41335.791914
112129,111244.928856
112130,85365.223287
112131,20152.4538934
112132,84409.185294
112133,267343.95642000006
112134,16217.2124442
112135,18273.753895
112136,54282.787104
112137,12055.6657812
112138,38989.0723934
112139,59606.37255900002
112140,43163.862419
112141,38373.358573
112142,63227.296447
112143,191046.842596
112144,29672.534270999993
112145,29787.833867999998
112146,39962.300519
112147,239933.0563
112148,49790.69194999999
112149,73710.85785300001
112150,7393.978042500001
112151,322658.00066
112152,90700.652539
112153,58542.95043899999
112154,28086.2177806
112155,99060.43701899998
112156,68882.647039
112157,78938.64568300001
112158,32757.258411
112159,273268.05353000003
112160,54303.01790100001
112161,146624.512502
112162,79649.25578800002
112163,10495.9574535
112164,24495.257712
112165,144615.48128
112166,49322.768556999996
112167,17588.640048100002
112168,51450.865509999996
112169,280199.10309
112170,227858.70187999998
112171,43032.09465199999
112172,20390.690831
112173,114158.65737100001
112174,37392.205244
112175,38939.330619
112176,30366.552691
112177,96710.61598500001
112178,20878.419522000004
112179,29208.181937999994
112180,37428.516948
112181,8741.544736400001
112182,276968.12249000004
112183,96851.725823
112184,25154.902223
112185,297664.11904
112186,10428.5113827
