Instance,Income
111994,38466.96849
111995,12156.734517
111996,32272.799368999997
111997,107966.474905
111998,29597.657069
111999,90211.302388
112000,106446.88195799998
112001,57990.589276
112002,35697.327623000005
112003,106314.57401399998
112004,10762.0066668
112005,195158.71603999997
112006,28214.007102000003
112007,108457.30450700002
112008,254351.19885999997
112009,73364.191999
112010,38988.223102
112011,27944.757351999997
112012,21725.7839499
112013,14144.406859499999
112014,128871.00469599999
112015,47576.257549999995
112016,48639.989375000005
112017,26654.021506
112018,138141.24029100002
112019,48968.866558
112020,37513.831947
112021,27522.830482999998
112022,89283.215888
112023,57112.69905399999
112024,26524.867095
112025,78680.958839
112026,35219.586072
112027,60584.720487
112028,38461.323758
112029,48052.086326000004
112030,174689.48606000002
112031,206870.20565999998
112032,269679.52984000003
112033,104669.893634
112034,202921.25365
112035,107926.415839
112036,183813.74078199998
112037,142627.035371
112038,185379.42613
112039,49319.922458999994
112040,72864.17757199999
112041,64605.759034
112042,41000.713764
112043,66254.42533199998
112044,46199.373171
112045,18782.3785309
112046,269080.49325100007
112047,31389.146881
112048,25554.171199
112049,93048.303319
112050,45603.026994
112051,77013.731064
112052,117461.699686
112053,193465.7202
112054,84850.814432
112055,26719.241553999997
112056,94692.81535
112057,23585.738652800002
112058,30578.027966500005
112059,36797.980381999994
112060,322758.42117999995
112061,145163.22526900002
112062,207632.37455600005
112063,69012.70262099999
112064,24197.514730000003
112065,53958.223564
112066,7456.26025929
112067,112711.317312
112068,45242.190194999996
112069,255400.088178
112070,282574.05123
112071,48348.953022999995
112072,74167.52953300001
112073,42538.324661000006
112074,26385.255662
112075,17140.669983099993
112076,139864.23699399998
112077,1124346.5073399998
112078,8564.1583286
112079,163859.953171
112080,85584.526119
112081,913959.94755
112082,37542.031044999996
112083,43594.8157123
112084,17470.7112516
112085,42373.199957
112086,33602.79850700001
112087,59730.268668000004
112088,142873.80695000003
112089,53442.406426999994
112090,175325.43248999998
112091,43719.933088000005
112092,28877.219383
112093,91355.960456
112094,33888.574710999994
112095,49695.09111200001
112096,116219.893622
112097,18961.387867
112098,34095.90880699999
112099,32878.413526000004
112100,40101.017895
112101,156947.31401300002
112102,32370.648327000003
112103,130904.502685
112104,69982.336978
112105,45655.976082
112106,89315.12291
112107,120061.30529
112108,61571.85137199999
112109,30313.488429
112110,47771.564666000006
112111,32112.173554999998
112112,79446.55626699999
